record_id,Duplicate_1,Duplicate_2,Duplicate_3,redcap_event_name,redcap_survey_identifier,student_survey_timestamp,group,group_value,list_discipline,list_year_enrolled,advanced,student_survey_new_participant_timestamp,advanced_nu,milestones_cogsci,milestones_cogsci_nu,milestones_psysci,milestones_psysci_nu,enjoy,enjoy_nu,good,good_nu,nonexperts,nonexperts_nu,discouraged,discouraged_nu,writers_block,writers_block_nu,inspired,inspired_nu,cant_start,cant_start_nu,rejection,rejection_nu,rcv_fdbk,rcv_fdbk_nu,gv_fdbk,gv_fdbk_nu,timeblock,timeblock_j22_nu,hours,hours_j22_nu,conference_submit,conference_submit_nu,conference_accept,conference_accept_nu,perma_hap,perma_hap_nu
158,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,2,100,NaN,NaN,0,NaT,NaN,NaN,NaN,3,NaN,3,NaN,2,NaN,5,NaN,7,NaN,7,NaN,7,NaN,7,NaN,4,NaN,5,NaN,5,NaN,30,NaN,5,NaN,2,NaN,2,NaN,NaN,NaN
159,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,3,9,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
159,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,5,NaN,NaN,NaN,0,06/21/0022 12:13,0,NaN,NaN,NaN,NaN,6,6,5,6,4,5,4,7,4,7,5,4,6,6,5,6,6,5,3,2,30,91,0,5,0,0,0,0,NaN,33
160,288,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,3,8,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
160,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 13:10,5,NaN,NaN,NaN,1,NaT,NaN,NaN,NaN,NaN,NaN,6,NaN,5,NaN,5,NaN,3,NaN,4,NaN,2,NaN,6,NaN,3,NaN,3,NaN,4,NaN,70,NaN,6,NaN,1,NaN,0,NaN,85,NaN
161,370,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,8,10,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
161,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 13:20,5,NaN,NaN,NaN,0,06/22/0022 04:46,0,NaN,NaN,1,2,6,7,5,5,4,6,6,5,5,4,2,5,4,2,2,1,1,1,4,4,30,30,5,4,2,3,2,2,81,79
161,NaN,NaN,NaN,june_2022_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,06/25/0022 06:18,0,NaN,NaN,NaN,2,NaN,6,NaN,5,NaN,5,NaN,6,NaN,5,NaN,3,NaN,2,NaN,1,NaN,1,NaN,5,NaN,30,NaN,4,NaN,3,NaN,3,NaN,84
161,NaN,NaN,NaN,proposals_2022_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
162,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,2,10,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
162,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 13:32,5,NaN,NaN,NaN,0,NaT,NaN,1,NaN,NaN,NaN,6,NaN,4,NaN,6,NaN,6,NaN,4,NaN,4,NaN,3,NaN,4,NaN,2,NaN,6,NaN,45,NaN,0,NaN,0,NaN,0,NaN,65,NaN
162,NaN,NaN,NaN,proposals_2021_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
163,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,9,7,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
163,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 13:29,5,NaN,NaN,NaN,0,06/21/0022 12:03,0,NaN,NaN,NaN,NaN,5,6,5,5,1,7,5,3,7,6,5,5,1,5,4,3,2,1,6,7,14,30,21,12,4,5,4,4,66,74
163,NaN,NaN,NaN,june_2022_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
164,289,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,9,7,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
164,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 13:59,5,NaN,NaN,NaN,1,NaT,NaN,NaN,NaN,NaN,NaN,4,NaN,4,NaN,2,NaN,6,NaN,5,NaN,5,NaN,6,NaN,3,NaN,1,NaN,4,NaN,11,NaN,3,NaN,2,NaN,2,NaN,61,NaN
165,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
165,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 13:45,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
166,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,7,8,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
166,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,5,NaN,NaN,NaN,0,NaT,NaN,NaN,NaN,NaN,NaN,3,NaN,4,NaN,5,NaN,6,NaN,7,NaN,4,NaN,5,NaN,3,NaN,2,NaN,4,NaN,26,NaN,3,NaN,0,NaN,0,NaN,NaN,NaN
167,315,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,8,10,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
167,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 14:18,5,NaN,NaN,NaN,0,NaT,NaN,NaN,NaN,1,NaN,6,NaN,5,NaN,7,NaN,5,NaN,4,NaN,5,NaN,5,NaN,1,NaN,1,NaN,7,NaN,25,NaN,15,NaN,0,NaN,0,NaN,69,NaN
167,NaN,NaN,NaN,june_2022_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,01/01/0000 00:00,0,NaN,NaN,NaN,2,NaN,6,NaN,5,NaN,5,NaN,7,NaN,4,NaN,5,NaN,5,NaN,1,NaN,3,NaN,7,NaN,30,NaN,3,NaN,0,NaN,0,NaN,NaN
168,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,9,7,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
168,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 14:29,5,NaN,NaN,NaN,0,NaT,NaN,NaN,NaN,NaN,NaN,6,NaN,7,NaN,5,NaN,6,NaN,5,NaN,7,NaN,7,NaN,3,NaN,1,NaN,5,NaN,30,NaN,100,NaN,0,NaN,0,NaN,64,NaN
169,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,3,10,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
169,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 15:34,5,NaN,NaN,NaN,0,NaT,NaN,NaN,NaN,NaN,NaN,4,NaN,5,NaN,5,NaN,2,NaN,4,NaN,5,NaN,3,NaN,4,NaN,3,NaN,2,NaN,20,NaN,10,NaN,0,NaN,0,NaN,82,NaN
170,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,8,8,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
170,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 15:41,2,0,NaN,NaN,0,01/01/0000 00:00,1,NaN,NaN,3,5,3,5,5,5,5,6,5,5,5,5,5,5,3,4,5,4,4,4,3,4,1,8,10,15,1,NaN,1,NaN,56,NaN
170,NaN,NaN,NaN,proposals_2021_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
170,NaN,NaN,NaN,june_2022_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,06/23/0022 10:07,1,NaN,NaN,NaN,5,NaN,5,NaN,5,NaN,5,NaN,5,NaN,5,NaN,4,NaN,5,NaN,5,NaN,4,NaN,4,NaN,6,NaN,15,NaN,4,NaN,4,NaN,55
170,NaN,NaN,NaN,proposals_2022_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
171,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,8,6,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
171,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 16:10,NaN,100,NaN,NaN,1,NaT,NaN,NaN,NaN,5,NaN,5,NaN,1,NaN,7,NaN,3,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,7,NaN,60,NaN,5,NaN,4,NaN,4,NaN,100,NaN
172,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,7,10,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
172,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,5,NaN,NaN,NaN,0,NaT,NaN,NaN,NaN,NaN,NaN,6,NaN,5,NaN,5,NaN,2,NaN,6,NaN,5,NaN,4,NaN,5,NaN,3,NaN,4,NaN,60,NaN,5,NaN,0,NaN,0,NaN,NaN,NaN
173,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,9,9,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
173,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 16:54,5,NaN,NaN,NaN,0,NaT,NaN,NaN,NaN,NaN,NaN,6,NaN,6,NaN,6,NaN,7,NaN,6,NaN,6,NaN,3,NaN,5,NaN,1,NaN,6,NaN,45,NaN,10,NaN,0,NaN,0,NaN,66,NaN
174,307,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,9,10,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
174,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,NaN,NaN,NaN,NaN,0,01/01/0000 00:00,0,NaN,NaN,NaN,NaN,6,6,6,4,7,7,5,7,7,7,4,6,4,6,2,4,1,1,6,6,30,25,20,3,NaN,NaN,NaN,NaN,NaN,NaN
174,NaN,NaN,NaN,june_2022_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,01/01/0000 00:00,0,NaN,NaN,NaN,NaN,NaN,5,NaN,5,NaN,7,NaN,6,NaN,6,NaN,5,NaN,6,NaN,3,NaN,1,NaN,1,NaN,24,NaN,5,NaN,2,NaN,2,NaN,NaN
175,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,7,9,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
175,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 16:54,2,NaN,NaN,NaN,0,NaT,NaN,NaN,NaN,NaN,NaN,3,NaN,3,NaN,3,NaN,4,NaN,4,NaN,7,NaN,7,NaN,7,NaN,4,NaN,4,NaN,60,NaN,10,NaN,0,NaN,0,NaN,90,NaN
176,194,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,2,9,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
176,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 17:43,3,75,NaN,NaN,0,NaT,NaN,1,NaN,NaN,NaN,5,NaN,5,NaN,5,NaN,5,NaN,5,NaN,6,NaN,6,NaN,5,NaN,2,NaN,5,NaN,30,NaN,1,NaN,0,NaN,0,NaN,82,NaN
176,NaN,NaN,NaN,proposals_2021_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
177,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,2,8,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
177,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 20:07,2,91,NaN,NaN,1,01/01/0000 00:00,1,5,6,NaN,NaN,6,7,5,6,6,6,5,3,2,3,2,3,2,2,2,2,5,2,5,5,30,15,4.5,40,5,NaN,5,NaN,85,NaN
177,NaN,NaN,NaN,proposals_2021_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
177,NaN,NaN,NaN,june_2022_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,06/23/0022 10:27,1,NaN,6,NaN,NaN,NaN,7,NaN,6,NaN,6,NaN,3,NaN,2,NaN,2,NaN,2,NaN,2,NaN,5,NaN,5,NaN,15,NaN,40,NaN,1,NaN,1,NaN,98
178,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,7,10,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
178,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 19:58,5,NaN,NaN,NaN,0,NaT,NaN,NaN,NaN,NaN,NaN,1,NaN,3,NaN,6,NaN,6,NaN,7,NaN,6,NaN,6,NaN,7,NaN,7,NaN,5,NaN,60,NaN,10,NaN,1,NaN,1,NaN,56,NaN
179,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,8,9,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
179,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 19:58,5,NaN,NaN,NaN,0,01/01/0000 00:00,0,NaN,NaN,2,3,2,2,4,4,6,5,5,7,6,6,6,5,7,6,5,6,2,3,5,5,90,40,4,4,0,NaN,0,NaN,69,NaN
180,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,7,7,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
180,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,NaN,NaN,NaN,NaN,1,NaT,NaN,NaN,NaN,NaN,NaN,5,NaN,4,NaN,5,NaN,5,NaN,5,NaN,5,NaN,5,NaN,3,NaN,4,NaN,5,NaN,30,NaN,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN
180,NaN,NaN,NaN,june_2022_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,06/23/0022 09:54,1,NaN,NaN,NaN,NaN,NaN,6,NaN,6,NaN,5,NaN,7,NaN,6,NaN,6,NaN,5,NaN,2,NaN,4,NaN,6,NaN,30,NaN,12,NaN,2,NaN,2,NaN,63
181,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,2,8,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
181,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 21:16,5,NaN,NaN,NaN,0,NaT,NaN,3,NaN,NaN,NaN,2,NaN,2,NaN,2,NaN,6,NaN,7,NaN,6,NaN,4,NaN,6,NaN,2,NaN,1,NaN,31,NaN,2,NaN,2,NaN,2,NaN,77,NaN
181,NaN,NaN,NaN,proposals_2021_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
182,132,305,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
182,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,NaN,NaN,NaN,NaN,0,NaT,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
182,NaN,NaN,NaN,proposals_2021_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
183,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
183,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
184,346,347,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,2,9,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
184,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 23:26,5,NaN,NaN,NaN,0,NaT,NaN,1,NaN,NaN,NaN,5,NaN,3,NaN,4,NaN,5,NaN,5,NaN,6,NaN,6,NaN,6,NaN,3,NaN,2,NaN,60,NaN,10,NaN,0,NaN,0,NaN,75,NaN
184,NaN,NaN,NaN,proposals_2021_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
184,NaN,NaN,NaN,june_2022_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,06/23/0022 13:07,0,NaN,1,NaN,NaN,NaN,2,NaN,2,NaN,6,NaN,6,NaN,6,NaN,6,NaN,6,NaN,5,NaN,3,NaN,5,NaN,60,NaN,5,NaN,0,NaN,0,NaN,57
185,304,362,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,9,8,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
185,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 23:35,5,NaN,NaN,NaN,0,NaT,NaN,NaN,NaN,NaN,NaN,6,NaN,6,NaN,5,NaN,6,NaN,7,NaN,4,NaN,5,NaN,5,NaN,3,NaN,5,NaN,20,NaN,20,NaN,2,NaN,1,NaN,56,NaN
186,1,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
186,1,NaN,NaN,sept_2021_arm_1,NaN,09/29/0021 00:43,2,NaN,NaN,NaN,0,NaT,NaN,NaN,NaN,3,NaN,7,NaN,4,NaN,5,NaN,5,NaN,5,NaN,5,NaN,4,NaN,3,NaN,3,NaN,3,NaN,60,NaN,10,NaN,5,NaN,5,NaN,68,NaN
